"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_Symbol"
0.704205466379846,-0.482572306483802,0.971449640469351,-0.49675483563991,0.619361947957337,1,"KCNAB2"
0.388439717376231,-0.480000183299356,1.4144321934438,-0.339358921215354,0.734339360485856,1,"CHD5"
2.90580354788785,-0.39959846956649,0.656355923040936,-0.608813687115256,0.542647940275606,1,"RPL22"
0,NA,NA,NA,NA,NA,"AL031847.1"
0.174906818671744,0.13129629880518,1.44955783218368,0.0905767923777068,0.927828873115153,1,"RNF207"
3.41996141527287,0.54006275201225,0.889239334815203,0.60733115469356,0.543631166819509,1,"ICMT"
0,NA,NA,NA,NA,NA,"LINC00337"
0,NA,NA,NA,NA,NA,"HES3"
0.206365275880876,-1.55025173528097,2.24921305593722,-0.689241835578351,0.490671093825722,1,"GPR153"
4.42995973014671,0.433165128864207,0.803795863362643,0.538899425349218,0.589956253765371,1,"ACOT7"
0.0341938622634594,-1.14872224737793,3.50432377535683,-0.32780140221517,0.743061827040697,1,"AL031848.2"
0.022380556098385,-1.07913630196867,4.24175115258069,-0.254408206222123,0.7991802118402,1,"HES2"
0.0143194982988238,-0.972665149372413,4.24120205348088,-0.229337140062478,0.818606889011819,1,"ESPN"
0,NA,NA,NA,NA,NA,"AL031848.1"
0.40779337555006,-1.26173043850996,1.37648894058005,-0.9166295502369,0.359336794154207,1,"TNFRSF25"
0.114982826518713,-1.03778077684541,1.63213562008901,-0.635842245014426,0.524879249642132,1,"PLEKHG5"
4.57808238404,-0.493531886616113,0.729024188262577,-0.676976010620865,0.498421175174892,1,"NOL9"
0.119301615516146,-0.795533042191243,1.73868122126735,-0.457549683323415,0.647276000048231,1,"TAS1R1"
1.4112399374071,-0.141859670205276,0.881425197493813,-0.160943515806708,0.87213788837562,1,"ZBTB48"
7.38545817410767,0.350641102938392,0.541616299641523,0.647397619256417,0.517374636353606,1,"KLHL21"
2.67212501269126,-0.496120013506516,0.939632080800589,-0.527993907023491,0.597503564900458,1,"PHF13"
1.28409731590149,-0.344433467767944,0.856705419858842,-0.40204422638612,0.687651478163522,1,"THAP3"
4.6513839923348,0.147675516938799,0.50488997417956,0.292490491970593,0.769911628515535,1,"DNAJC11"
0.00312404675294333,0,4.24178820745071,0,1,1,"LINC01672"
0,NA,NA,NA,NA,NA,"AL591163.1"
0.0828688123602985,-0.798224630956034,1.97826562630624,-0.403497194887047,0.686582497913486,1,"CAMTA1-DT"
74.2362959445487,0.0809912621611601,0.283003377403989,0.28618479010427,0.77473659252832,1,"CAMTA1"
0.0136433232106431,-1.07913543368757,4.24175115783877,-0.254408001208021,0.799180370208871,1,"AL512330.1"
0.00518768882877723,0,4.24178820711873,0,1,1,"Z97987.1"
0,NA,NA,NA,NA,NA,"AL365194.1"
0.0572344351552126,-1.43891086020016,2.74394703651937,-0.524394545903984,0.600004149233894,1,"AL359881.3"
0.0267013452042555,-1.24625457066852,4.24142260732126,-0.293829378972358,0.768888284329287,1,"AL359881.2"
0.0378550227699096,-0.977015902478718,4.02256861983298,-0.242883588774996,0.80809557921718,1,"AL359881.1"
5.16956789737679,-0.0921111220416725,0.549666484986462,-0.167576384148546,0.866916551166095,1,"VAMP3"
17.3271214226086,-0.45169013985711,0.317038319806163,-1.42471780740345,0.154238789496993,1,"PER3"
0.0809808166497967,-0.743979176843923,1.94995708464255,-0.381536179797671,0.702805430182036,1,"Z98884.1"
0.0353745110836057,-0.999486192489822,4.2412870551544,-0.23565634192931,0.813699349887681,1,"UTS2"
0.02404745253619,-1.13156799912729,4.24122679053456,-0.266802049268548,0.78962157634525,1,"TNFRSF9"
7.92700835940704,-0.959786094883577,0.812610019848783,-1.18111526001388,0.237556938573064,1,"PARK7"
0.188514558225503,-0.364203232083352,2.06591079658706,-0.176291847975734,0.86006466611005,1,"AL034417.4"
0.185920120013569,-0.0655885163052377,1.71865580265076,-0.038162682838575,0.969557973989121,1,"AL034417.3"
12.7835866151148,-0.728794759603223,0.711756426398566,-1.023938432549,0.30586435592189,1,"ERRFI1"
0.80775854250114,-0.402251208735849,0.883084946947151,-0.455506811803828,0.64874466811796,1,"AL034417.2"
0,NA,NA,NA,NA,NA,"LINC01714"
0,NA,NA,NA,NA,NA,"AL358876.2"
0.874134912385867,-0.593901343421916,0.804327548848214,-0.738382446644249,0.460282078264331,1,"SLC45A1"
100.682742690762,-0.191456059864403,0.202598866142232,-0.945000648374774,0.344658545010401,1,"RERE"
0.0510457172025696,-0.827722379984908,2.31798729724696,-0.35708667643174,0.721026918515055,1,"AL096855.1"
0,NA,NA,NA,NA,NA,"AL357552.2"
25.3611350026895,0.243142818640908,0.51290762785372,0.474047967776084,0.635465701647077,1,"ENO1"
0.019699072347412,-1.13156690622221,4.24122679124785,-0.266801791537605,0.789621774794461,1,"ENO1-AS1"
0.0167629156686796,-0.976677872132458,4.24153626553956,-0.230265123527882,0.817885759861098,1,"CA6"
0.00722846027648912,0,4.24178820737705,0,1,1,"SLC2A7"
